"Species";"Kingdom";"Phylum";"Class";"Order";"Family";"System";
"Sagina procumbens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Terrestrial";
"Sagittaria platyphylla";"Plantae";"Magnoliophyta";"Liliopsida";"Alismatales";"Alismataceae";"Terrestrial";
"Sagittaria sagittifolia";"Plantae";"Magnoliophyta";"Liliopsida";"Alismatales";"Alismataceae";"Terrestrial";
"Salix babylonica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Malpighiales";"Salicaceae";"Terrestrial";
"Salix cinerea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Malpighiales";"Salicaceae";"Terrestrial";
"Salix humboldtiana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Malpighiales";"Salicaceae";"Terrestrial";
"Salmo salar";"Animalia";"Chordata";"Actinopterygii";"Salmoniformes";"Salmonidae";"Marine";
"Salmo trutta";"Animalia";"Chordata";"Actinopterygii";"Salmoniformes";"Salmonidae";"Freshwater";
"Salsola tragus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Chenopodiaceae";"Terrestrial";
"Salvelinus fontinalis";"Animalia";"Chordata";"Actinopterygii";"Salmoniformes";"Salmonidae";"Terrestrial";
"Salvelinus namaycush";"Animalia";"Chordata";"Actinopterygii";"Salmoniformes";"Salmonidae";"Terrestrial";
"Salvinia minima";"Plantae";"Pteridophyta";"Filicopsida";"Hydropteridales";"Salviniaceae";"Terrestrial";
"Salvinia molesta";"Plantae";"Pteridophyta";"Filicopsida";"Hydropteridales";"Salviniaceae";"Terrestrial";
"Samanea saman";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Sansevieria hyacinthoides";"Plantae";"Magnoliophyta";"Liliopsida";"Liliales";"Liliaceae";"Terrestrial";
"Sansevieria trifasciata";"Plantae";"Magnoliophyta";"Liliopsida";"Liliales";"Liliaceae";"Terrestrial";
"Saperda candida";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Cerambycidae";"Terrestrial";
"Sargassum fluitans";"Plantae";"Phaeophycophyta";"Phaeophyceae";"Fucales";"Sargassaceae";"Marine";
"Sargassum muticum";"Plantae";"Phaeophycophyta";"Phaeophyceae";"Fucales";"Sargassaceae";"Marine";
"Sarotherodon occidentalis";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Freshwater";
"Scaevola sericea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Campanulales";"Goodeniaceae";"Terrestrial";
"Scardinius erythrophthalmus";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Freshwater";
"Schefflera actinophylla";"Plantae";"Magnoliophyta";"Magnoliopsida";"Apiales";"Araliaceae";"Terrestrial";
"Schinus terebinthifolius";"Plantae";"Magnoliophyta";"Magnoliopsida";"Sapindales";"Anacardiaceae";"Terrestrial";
"Schismus barbatus";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Schizoporella errata";"Animalia";"Ectoprocta";"Gymnolaemata";"Cheilostomata";"Schizoporellidae";"Marine";
"Schizoporella unicornis";"Animalia";"Ectoprocta";"Gymnolaemata";"Cheilostomata";"Schizoporellidae";"Marine";
"Scinax ruber";"Animalia";"Chordata";"Amphibia";"Anura";"Hylidae";"Freshwater_terrestrial";
"Scinax x-signatus";"Animalia";"Chordata";"Amphibia";"Anura";"Hylidae";"Freshwater_terrestrial";
"Sciurus carolinensis";"Animalia";"Chordata";"Mammalia";"Rodentia";"Sciuridae";"Terrestrial";
"Scolopendra morsitans";"Animalia";"Arthropoda";"Chilopoda";"Scolopendromorpha";"Scolopendridae";"Terrestrial";
"Scyphophorus acupunctatus";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Terrestrial";
"Sechium edule";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Cucurbitaceae";"Terrestrial";
"Senecio angulatus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio inaequidens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio jacobaea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio squalidus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio viscosus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senecio vulgaris";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Senegalia catechu";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Undefined";
"Sesbania punicea";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Setaria verticillata";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Siganus luridus";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Siganidae";"Marine";
"Sirex noctilio";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Siricidae";"Terrestrial";
"Sirococcus clavigignenti-juglandacearum";"Fungi";"Ascomycota";"Sordariomycetes";"Diaporthales";"";"Terrestrial";
"Solanum mauritianum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum seaforthianum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum sisymbriifolium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum tampicense";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum torvum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solanum viarum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Solanales";"Solanaceae";"Terrestrial";
"Solenopsis geminata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Solenopsis invicta";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Solenopsis papuana";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Solenopsis richteri";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Sonchus asper";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Sonchus oleraceus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Sorghum halepense";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Spartina alterniflora";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Spartina anglica";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Spartina densiflora";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Sparus aurata";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Sparidae";"Marine_freshwater_brackish";
"Spathodea campanulata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Spermacoce verticillata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rubiales";"Rubiaceae";"Terrestrial";
"Sphaeroma quoianum (=S. quoyanum)";"Animalia";"Arthropoda";"Malacostraca";"Isopoda";"Sphaeromatidae";"Terrestrial";
"Sphagneticola trilobata";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Spiraea japonica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Terrestrial";
"Sporobolus africanus";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Stellaria alsine";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Terrestrial";
"Stellaria media";"Plantae";"Magnoliophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Terrestrial";
"Streptopelia decaocto";"Animalia";"Chordata";"Aves";"Columbiformes";"Columbidae";"Terrestrial";
"Striga asiatica";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Strobilanthes hamiltonianus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Acanthaceae";"Terrestrial";
"Sturnus vulgaris";"Animalia";"Chordata";"Aves";"Passeriformes";"Sturnidae";"Terrestrial";
"Styela clava";"Animalia";"Chordata";"Ascidiacea";"Pleurogona";"Styelidae";"Marine";
"Styela plicata";"Animalia";"Chordata";"Ascidiacea";"Pleurogona";"Styelidae";"Marine";
"Suncus murinus";"Animalia";"Chordata";"Mammalia";"Insectivora";"Soricidae";"Terrestrial";
"Sus scrofa";"Animalia";"Chordata";"Mammalia";"Artiodactyla";"Suidae";"Terrestrial";
"Syngonium podophyllum";"Plantae";"Magnoliophyta";"Liliopsida";"Arales";"Araceae";"Terrestrial";
"Syzygium cumini";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Syzygium jambos";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Tabebuia heterophylla";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Tamarix aphylla";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Tamaricaceae";"Terrestrial";
"Tamarix parviflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Tamaricaceae";"Terrestrial";
"Tamarix ramosissima";"Plantae";"Magnoliophyta";"Magnoliopsida";"Violales";"Tamaricaceae";"Terrestrial";
"Tamias sibiricus";"Animalia";"Chordata";"Mammalia";"Rodentia";"Sciuridae";"Terrestrial";
"Tapinoma melanocephalum";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Taraxacum officinale";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Technomyrmex albipes";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Tecoma capensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Tecoma stans";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Bignoniaceae";"Terrestrial";
"Tenrec ecaudatus";"Animalia";"Chordata";"Mammalia";"Afrosoricida";"Tenrecidae";"Terrestrial";
"Terminalia catappa";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Combretaceae";"Terrestrial";
"Tetropium fuscum";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Cerambycidae";"Terrestrial";
"Thevetia peruviana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Gentianales";"Apocynaceae";"Terrestrial";
"Thunbergia grandiflora";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Acanthaceae";"Terrestrial";
"Tibouchina urvilleana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Melastomataceae";"Terrestrial";
"Tilapia mariae";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Marine_freshwater_brackish";
"Tilapia zillii";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Cichlidae";"Freshwater";
"Tinca tinca";"Animalia";"Chordata";"Actinopterygii";"Cypriniformes";"Cyprinidae";"Freshwater";
"Tithonia diversifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Tomicus piniperda";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Scolytidae";"Terrestrial";
"Toumeyella parvicornis";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Coccidae";"Terrestrial";
"Trachemys scripta elegans";"Animalia";"Chordata";"Reptilia";"Testudines";"Emydidae";"Freshwater_terrestrial";
"Trachycarpus fortunei";"Plantae";"Magnoliophyta";"Liliopsida";"Arecales";"Arecaceae";"Terrestrial";
"Tradescantia fluminensis";"Plantae";"Magnoliophyta";"Liliopsida";"Commelinales";"Commelinaceae";"Terrestrial";
"Tradescantia spathacea";"Plantae";"Magnoliophyta";"Liliopsida";"Commelinales";"Commelinaceae";"Terrestrial";
"Trapa natans";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Trapaceae";"Terrestrial";
"Trechisibus antarcticus";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Terrestrial";
"Triadica sebifera";"Plantae";"Magnoliophyta";"Magnoliopsida";"Euphorbiales";"Euphorbiaceae";"Terrestrial";
"Trichosurus vulpecula";"Animalia";"Chordata";"Mammalia";"Diprotodontia";"Phalangeridae";"Terrestrial";
"Tridentiger trigonocephalus";"Animalia";"Chordata";"Actinopterygii";"Perciformes";"Gobiidae";"Marine_freshwater_brackish";
"Trididemnum solidum";"Animalia";"Chordata";"Ascidiacea";"Enterogona";"Didemnidae";"Marine";
"Trifolium dubium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Trifolium repens";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Triphasia trifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Sapindales";"Rutaceae";"Terrestrial";
"Triturus carnifex";"Animalia";"Chordata";"Amphibia";"Caudata";"Salamandridae";"Freshwater_terrestrial";
"Trogoderma granarium";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Dermestidae";"Terrestrial";
"Tubastraea coccinea";"Animalia";"Cnidaria";"Anthozoa";"Scleractinia";"Dendrophylliidae";"Marine";
"Tussilago farfara";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Typha latifolia";"Plantae";"Magnoliophyta";"Liliopsida";"Typhales";"Typhaceae";"Terrestrial";
"Ulex europaeus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Undaria pinnatifida";"Plantae";"Phaeophycophyta";"Phaeophyceae";"Laminariales";"Alariaceae";"Marine";
"Uredo rangelii";"Fungi";"Basidiomycota";"Pucciniomycetes";"Uredinales";"Pucciniaceae";"Terrestrial";
"Urochloa maxima";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Urochloa mutica";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Urosalpinx cinerea";"Animalia";"Mollusca";"Gastropoda";"Neogastropoda";"Muricidae";"Marine";
"Utricularia gibba";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Lentibulariaceae";"Terrestrial";
"Vachellia drepanolobium";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Vallisneria nana";"Plantae";"Magnoliophyta";"Liliopsida";"Hydrocharitales";"Hydrocharitaceae";"Terrestrial";
"Vallisneria spiralis";"Plantae";"Magnoliophyta";"Liliopsida";"Hydrocharitales";"Hydrocharitaceae";"Terrestrial";
"Varanus indicus";"Animalia";"Chordata";"Reptilia";"Squamata";"Varanidae";"Terrestrial";
"Varanus niloticus";"Animalia";"Chordata";"Reptilia";"Squamata";"Varanidae";"Freshwater_terrestrial";
"Varroa destructor";"Animalia";"Arthropoda";"Arachnida";"Parasitiformes";"Varroidae";"Terrestrial";
"Verbascum thapsus";"Plantae";"Magnoliophyta";"Magnoliopsida";"Scrophulariales";"Scrophulariaceae";"Terrestrial";
"Verbena brasiliensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Verbenaceae";"Terrestrial";
"Verbena rigida";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Verbenaceae";"Terrestrial";
"Veronica serpyllifolia ssp. serpyllifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Icacinales";"Plantaginaceae";"Terrestrial";
"Vespa velutina nigrithorax";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Vespidae";"Terrestrial";
"Vespula germanica";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Vespidae";"Terrestrial";
"Vespula pensylvanica";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Vespidae";"Terrestrial";
"Vespula vulgaris";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Vespidae";"Terrestrial";
"Vibrio cholerae";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Vibrionales";"Vibrionaceae";"Freshwater_terrestrial";
"Vinca major";"Plantae";"Magnoliophyta";"Magnoliopsida";"Gentianales";"Apocynaceae";"Terrestrial";
"Vitex rotundifolia";"Plantae";"Magnoliophyta";"Magnoliopsida";"Lamiales";"Verbenaceae";"Terrestrial";
"Viverricula indica";"Animalia";"Chordata";"Mammalia";"Carnivora";"Viverridae";"Terrestrial";
"Vulpes chama";"Animalia";"Chordata";"Mammalia";"Carnivora";"Canidae";"Terrestrial";
"Vulpes vulpes";"Animalia";"Chordata";"Mammalia";"Carnivora";"Canidae";"Terrestrial";
"Vulpia bromoides";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Wasmannia auropunctata";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Formicidae";"Terrestrial";
"Waterhousea floribunda";"Plantae";"Magnoliophyta";"Magnoliopsida";"Myrtales";"Myrtaceae";"Terrestrial";
"Watersipora subtorquata";"Animalia";"Ectoprocta";"Gymnolaemata";"Cheilostomata";"Watersiporidae";"Marine";
"West Nile virus";"Virus";"";"";"";"Flaviviridae";"Terrestrial";
"Wisteria floribunda";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Wisteria sinensis";"Plantae";"Magnoliophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Terrestrial";
"Xanthium spinosum";"Plantae";"Magnoliophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Terrestrial";
"Xanthomonas axonopodis pv.citri";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Undefined";
"Xenopus laevis";"Animalia";"Chordata";"Amphibia";"Anura";"Pipidae";"Brackish";
"Xiphophorus hellerii";"Animalia";"Chordata";"Actinopterygii";"Cyprinodontiformes";"Poeciliidae";"Freshwater";
"Xyleborus glabratus";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";"Terrestrial";
"Xylella fastidiosa";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Terrestrial";
"Xylosandrus compactus";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Scolytidae";"Terrestrial";
"Xylosandrus mutilatus";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Scolytidae";"Terrestrial";
"Yersinia pestis";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Terrestrial";
"Zantedeschia aethiopica";"Plantae";"Magnoliophyta";"Liliopsida";"Arales";"Araceae";"Terrestrial";
"Zizania latifolia";"Plantae";"Magnoliophyta";"Liliopsida";"Cyperales";"Poaceae";"Terrestrial";
"Ziziphus mauritiana";"Plantae";"Magnoliophyta";"Magnoliopsida";"Rhamnales";"Rhamnaceae";"Terrestrial";
"Zostera japonica";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Zosteraceae";"Terrestrial";
"Zostera marina";"Plantae";"Magnoliophyta";"Liliopsida";"Najadales";"Zosteraceae";"Terrestrial";
"Zosterops japonicus";"Animalia";"Chordata";"Aves";"Passeriformes";"Zosteropidae";"Terrestrial";
